provincia,nombreMunicipio,CodigoVia,tipoVia,nombreVia
VALENCIA,AGULLENT,58,CL,JOAQUIN PONS
VALENCIA,AGULLENT,78,CL,JOAQUIN SOLER EL PRACTICA
VALENCIA,AGULLENT,48,CM,JORDANA
VALENCIA,AGULLENT,18,CL,JORDANS
VALENCIA,AGULLENT,65,CL,JOSE M. CASANOVA GARCIA
VALENCIA,AGULLENT,50,CL,JUAN DE AUSTRIA
VALENCIA,AGULLENT,31,CL,JUAN PABLO II
VALENCIA,AGULLENT,55,PJ,JUAN PABLO II
VALENCIA,AGULLENT,95,PL,LA CONILLERA
VALENCIA,AGULLENT,35,CL,LA CREU
VALENCIA,AGULLENT,103,CL,LLAVADOR DE LA LLANA DEL
VALENCIA,AGULLENT,33,CL,LLOBERA
VALENCIA,AGULLENT,89,PL,LLOBERA INDUSRIAL
VALENCIA,AGULLENT,70,PL,LLOBERA SUD
VALENCIA,AGULLENT,34,CL,LLUIS VIVES
VALENCIA,AGULLENT,69,CL,MAJOR
VALENCIA,AGULLENT,42,PZ,MAJOR
VALENCIA,AGULLENT,14,CL,MARQUES
VALENCIA,AGULLENT,20,CL,MESTRE RAFAEL TORMO
VALENCIA,AGULLENT,22,CL,MIGUEL DE CERVANTES
VALENCIA,AGULLENT,113,CL,MILÀ
VALENCIA,AGULLENT,75,CL,MIRACLE
VALENCIA,AGULLENT,73,CL,MOSSEN JOSEP ESPLUGUES
VALENCIA,AGULLENT,36,CL,MUSICS AMOROS DELS
VALENCIA,AGULLENT,23,CL,MUSICS ESPLUGUES PLA
VALENCIA,AGULLENT,97,PL,NUMERO 12 DISEM
VALENCIA,AGULLENT,38,AV,ONTINYENT
VALENCIA,AGULLENT,119,CL,PARC DE LA CREU
VALENCIA,AGULLENT,13,CL,PENYA LLISA
VALENCIA,AGULLENT,85,PL,PEPELILLO
VALENCIA,AGULLENT,122,CL,PEPELILLO (REPARCELACION)
VALENCIA,AGULLENT,51,PZ,PINTOR SOLER
VALENCIA,AGULLENT,39,PJ,PIO XII
VALENCIA,AGULLENT,86,PL,PLANA LA
VALENCIA,AGULLENT,87,PL,PLANETS
VALENCIA,AGULLENT,8,CL,PLEBÀ GASPAR ALBUIXECH
VALENCIA,AGULLENT,72,PL,POLIGONO    1
VALENCIA,AGULLENT,138,PL,POLIGONO 10
VALENCIA,AGULLENT,126,PL,POLIGONO 11
VALENCIA,AGULLENT,139,PL,POLIGONO 13
VALENCIA,AGULLENT,133,PL,POLIGONO 2
VALENCIA,AGULLENT,134,PL,POLIGONO 3
VALENCIA,AGULLENT,125,PL,POLIGONO 4
VALENCIA,AGULLENT,127,PL,POLIGONO 5
VALENCIA,AGULLENT,135,PL,POLIGONO 6
VALENCIA,AGULLENT,136,PL,POLIGONO 8
VALENCIA,AGULLENT,137,PL,POLIGONO 9
VALENCIA,AGULLENT,10101,PL,POLIGONO NUMERO 7
VALENCIA,AGULLENT,111,AV,PORTUGAL
VALENCIA,AGULLENT,106,CL,PRATO DE
VALENCIA,AGULLENT,77,CL,PURISSIMA
VALENCIA,AGULLENT,60,CL,RAFEL ALBERT MUÑOZ
VALENCIA,AGULLENT,71,CL,REI EN JAUME
VALENCIA,AGULLENT,19,CL,REIS D'ESPANYA
VALENCIA,AGULLENT,40,CL,RICARDO PLA
VALENCIA,AGULLENT,101,CL,SABO DEL
VALENCIA,AGULLENT,24,CL,SANT ANTONI
VALENCIA,AGULLENT,41,CL,SANT BERTOMEU
VALENCIA,AGULLENT,26,CL,SANT JOSEP
VALENCIA,AGULLENT,59,CL,SANT PAU
VALENCIA,AGULLENT,61,CL,SANT RAMON
VALENCIA,AGULLENT,28,CL,SANT VICENT FERRER
VALENCIA,AGULLENT,25,CL,SANTA ANNA
VALENCIA,AGULLENT,27,CL,SANTA ROSA
VALENCIA,AGULLENT,74,UR,SERRETA LA
VALENCIA,AGULLENT,43,CL,SINDIC JOAN CASANOVA
VALENCIA,AGULLENT,32,CL,TEIXIDORS
VALENCIA,AGULLENT,93,PL,TERRER EL
VALENCIA,AGULLENT,29,CL,TORRE LA
VALENCIA,AGULLENT,100,AV,TREN DEL
VALENCIA,AGULLENT,62,CL,VALENCIA
VALENCIA,AGULLENT,12,AV,VALL D'ALBAIDA DE LA
VALENCIA,AGULLENT,114,CL,VIAL D'INTERIOR ESTE
VALENCIA,AGULLENT,63,CL,VICENTE A ESPI ESPI
VALENCIA,AIELO DE MALFERIT,122,CL,1 DE MAIG
VALENCIA,AIELO DE MALFERIT,56,AV,ALFREDO CASTELLO
VALENCIA,AIELO DE MALFERIT,95,PL,AMPLIACION SANT JOSEP
VALENCIA,AIELO DE MALFERIT,88,AV,ARTS I OFICIS
VALENCIA,AIELO DE MALFERIT,1,CL,BAUTISTA APARICI
VALENCIA,AIELO DE MALFERIT,87,CM,BELITROIES
VALENCIA,AIELO DE MALFERIT,2,CL,BOCAIRENT
VALENCIA,AIELO DE MALFERIT,116,AV,BONA VISTA
VALENCIA,AIELO DE MALFERIT,83,CL,BOXADOR HILARIO MARTINEZ
VALENCIA,AIELO DE MALFERIT,75,CL,CAIRENT
VALENCIA,AIELO DE MALFERIT,3,CL,CALVARI
VALENCIA,AIELO DE MALFERIT,103,CL,CAMI DEL CORRALET
VALENCIA,AIELO DE MALFERIT,4,CL,CANONGE JOSE ORTIZ
VALENCIA,AIELO DE MALFERIT,109,CL,CANTO DE L'HORT
VALENCIA,AIELO DE MALFERIT,77,CM,CEMENTERI
VALENCIA,AIELO DE MALFERIT,119,AV,CEPES MARES
VALENCIA,AIELO DE MALFERIT,70,PZ,CONSTITUCIO LA
VALENCIA,AIELO DE MALFERIT,91,CL,COOPERATIVA
VALENCIA,AIELO DE MALFERIT,33,CL,D'ONTINYENT
VALENCIA,AIELO DE MALFERIT,16,CL,D'ORIENT
VALENCIA,AIELO DE MALFERIT,39,CL,DEL PONT DE L'ARCA
VALENCIA,AIELO DE MALFERIT,82,CL,DELS FURS
VALENCIA,AIELO DE MALFERIT,54,AV,DIPUTACIO PROVINCIAL
VALENCIA,AIELO DE MALFERIT,84,CL,DIPUTAT J APARICI
VALENCIA,AIELO DE MALFERIT,81,DS,DISEMINADOS
VALENCIA,AIELO DE MALFERIT,41,CL,DOMICILIO PROPIO
VALENCIA,AIELO DE MALFERIT,32,PZ,ELCHE
VALENCIA,AIELO DE MALFERIT,17,CL,"ERES, LES"
VALENCIA,AIELO DE MALFERIT,9,TR,EXTERIOR
VALENCIA,AIELO DE MALFERIT,78,CL,FONDO
VALENCIA,AIELO DE MALFERIT,11,CL,FONT DE LA FIGUERA
VALENCIA,AIELO DE MALFERIT,10,PZ,FONT LA
VALENCIA,AIELO DE MALFERIT,59,CL,FONTANARS
VALENCIA,AIELO DE MALFERIT,100,CL,FORCAT
VALENCIA,AIELO DE MALFERIT,97,CL,FORN DEL VIDRE
VALENCIA,AIELO DE MALFERIT,90,CL,FUSTA LA
VALENCIA,AIELO DE MALFERIT,12,CL,HONDA
VALENCIA,AIELO DE MALFERIT,92,CL,HORTES LES
VALENCIA,AIELO DE MALFERIT,10401,AR,IND-SECTOR A
VALENCIA,AIELO DE MALFERIT,10402,AR,IND-SECTOR B
VALENCIA,AIELO DE MALFERIT,10403,AR,IND-SECTOR C
VALENCIA,AIELO DE MALFERIT,10404,AR,IND-SECTOR SERRANOS II
VALENCIA,AIELO DE MALFERIT,10405,AR,IND-SECTOR SERRANOS III
VALENCIA,AIELO DE MALFERIT,10406,AR,IND-SECTOR SERRANOS IV
VALENCIA,AIELO DE MALFERIT,10407,AR,IND-SECTOR SERRANOS V
VALENCIA,AIELO DE MALFERIT,93,CL,INDUSTRIA
VALENCIA,AIELO DE MALFERIT,73,AV,JAUME I
VALENCIA,AIELO DE MALFERIT,8,CL,JULIAN JUAN MOMPO
VALENCIA,AIELO DE MALFERIT,14,CL,L'ESGLESIA
VALENCIA,AIELO DE MALFERIT,13,CL,L'HOSPITAL
VALENCIA,AIELO DE MALFERIT,85,PZ,LA BARCELONETA
VALENCIA,AIELO DE MALFERIT,55,CL,LA VENTA
VALENCIA,AIELO DE MALFERIT,37,CL,LEONARDO CARRERES LIÑANA
VALENCIA,AIELO DE MALFERIT,15,CL,MAJOR
VALENCIA,AIELO DE MALFERIT,38,PZ,MANUEL CASTILLO
VALENCIA,AIELO DE MALFERIT,104,CL,MESTRA MARIA ARABI
VALENCIA,AIELO DE MALFERIT,102,CL,MESTRE CARLES SALVADOR
VALENCIA,AIELO DE MALFERIT,66,CL,MIG DEL
VALENCIA,AIELO DE MALFERIT,60,CL,MIGUEL F BATALLER
VALENCIA,AIELO DE MALFERIT,79,CM,MOLI
VALENCIA,AIELO DE MALFERIT,76,CL,MOLI DE BAIX
VALENCIA,AIELO DE MALFERIT,98,CL,MOLI PROPET
VALENCIA,AIELO DE MALFERIT,86,CM,MONTESA
VALENCIA,AIELO DE MALFERIT,105,CL,MUSIC AMALIO JUAN
VALENCIA,AIELO DE MALFERIT,53,CL,NINO BRAVO
VALENCIA,AIELO DE MALFERIT,80,CL,NOU D'OCTUBRE
VALENCIA,AIELO DE MALFERIT,42,PL,NUMERO    1
VALENCIA,AIELO DE MALFERIT,43,PL,NUMERO    2
VALENCIA,AIELO DE MALFERIT,44,PL,NUMERO    3
VALENCIA,AIELO DE MALFERIT,45,PL,NUMERO    4
VALENCIA,AIELO DE MALFERIT,58,PL,NUMERO    6
VALENCIA,AIELO DE MALFERIT,49,PL,NUMERO    7
VALENCIA,AIELO DE MALFERIT,50,PL,NUMERO    8
VALENCIA,AIELO DE MALFERIT,51,PL,NUMERO    9
VALENCIA,AIELO DE MALFERIT,46,PL,NUMERO   10
VALENCIA,AIELO DE MALFERIT,47,PL,NUMERO   11
VALENCIA,AIELO DE MALFERIT,52,PL,NUMERO   12
VALENCIA,AIELO DE MALFERIT,63,PL,NUMERO   14
VALENCIA,AIELO DE MALFERIT,62,PL,NUMERO   15
VALENCIA,AIELO DE MALFERIT,69,PL,NUMERO 9
VALENCIA,AIELO DE MALFERIT,7,PZ,PALAU DEL
VALENCIA,AIELO DE MALFERIT,94,PL,PINTURA LA
VALENCIA,AIELO DE MALFERIT,65,TR,PLASA LA FONT
VALENCIA,AIELO DE MALFERIT,68,TR,PLAÇA DEL PALAU
VALENCIA,AIELO DE MALFERIT,113,CL,PLÀSTIC DEL
VALENCIA,AIELO DE MALFERIT,57,PL,POLIGONO   5
VALENCIA,AIELO DE MALFERIT,74,CL,PONENT DEL
VALENCIA,AIELO DE MALFERIT,106,CL,PONT DE LA MULETA
VALENCIA,AIELO DE MALFERIT,18,CL,PRIMICIES
VALENCIA,AIELO DE MALFERIT,61,CL,PROL NINO BRAVO
VALENCIA,AIELO DE MALFERIT,34,CL,PROYECTE N4
VALENCIA,AIELO DE MALFERIT,35,CL,PROYECTE N5
VALENCIA,AIELO DE MALFERIT,48,CL,PROYECTO 13
VALENCIA,AIELO DE MALFERIT,21,CL,PURISSIMA LA
VALENCIA,AIELO DE MALFERIT,10501,AR,RES-SAU1
VALENCIA,AIELO DE MALFERIT,36,CL,REV JUAN SANCHIS REQUENA
VALENCIA,AIELO DE MALFERIT,19,CL,REVERENDO MANUEL CASTELLO
VALENCIA,AIELO DE MALFERIT,22,CL,REVERENDO RAFAEL J VIDAL
VALENCIA,AIELO DE MALFERIT,40,CL,RONDA
VALENCIA,AIELO DE MALFERIT,23,CL,SANT ANTONI
VALENCIA,AIELO DE MALFERIT,29,TR,SANT ANTONI
VALENCIA,AIELO DE MALFERIT,24,PZ,SANT ENGRACI
VALENCIA,AIELO DE MALFERIT,25,CL,SANT LLORENÇ
VALENCIA,AIELO DE MALFERIT,26,CL,SANT PERE
VALENCIA,AIELO DE MALFERIT,27,CL,SANT VICENT
VALENCIA,AIELO DE MALFERIT,28,AV,SANTISSIM CRIST POBRESA
VALENCIA,AIELO DE MALFERIT,67,CL,SANTS LA PEDRA
VALENCIA,AIELO DE MALFERIT,89,CL,SARGA LA
VALENCIA,AIELO DE MALFERIT,99,CL,SENIA LA
VALENCIA,AIELO DE MALFERIT,110,AV,SERRANS
VALENCIA,AIELO DE MALFERIT,20,CM,SERRANS ELS
VALENCIA,AIELO DE MALFERIT,117,CL,SERRANS V
VALENCIA,AIELO DE MALFERIT,96,CL,"SERRATELLA, DE LA"
VALENCIA,AIELO DE MALFERIT,120,CL,TREBALLADORES DE LA VARA
VALENCIA,AIELO DE MALFERIT,112,CL,TREBALLADORS DEL CAMP
VALENCIA,AIELO DE MALFERIT,30,CL,TRES AVEMARIES
VALENCIA,AIELO DE MALFERIT,114,CL,TÈXTIL DEL
VALENCIA,AIELO DE MALFERIT,64,AV,VALENCIA
